track_uri|track_name|artist_uri|artist_name|album_uri|album_name|popularity|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|valence
4DV9KToOaC0khx2MqOZstE|The Christmas Waltz|602DnpaSXJB4b9DZrvxbDc|Peggy Lee|0IbfiaKXOENE7Wn3SzLZFd|Christmas Carousel|34|0.253|0.166|0.0313|0.000313|106.476|0.829|173133|11|0.14|-16.882|1|3|0.18
2CIYemjFXdmCWpJnfbtrD6|New Normal|6LuN9FCkKOj5PcnpouEgny|Khalid|3icfuNPdPHFm1FS8WdBvRk|New Normal|71|0.39|0.534|0.0709|0.0|92.047|0.0807|198765|0|0.184|-9.575|1|4|0.244
3QWjljChcOMkRDYSzF33Qr|Whippin (feat. Felix Snow)|4u5smJBskI6Adzv08PuiUP|Kiiara|5PK9tQ7Ou1AvIww8zRn3SL|Whippin (feat. Felix Snow)|53|0.87|0.502|0.0549|0.00356|82.53|0.549|160597|5|0.0916|-7.497|0|4|0.673
12SCPvDuy54Tl8H2jSELxF|Don't Say You Love Me|1l8Fu6IkuTP0U5QetQJ5Xt|Fifth Harmony|5aB1cocy4MjfE1bCunuvp1|Fifth Harmony|0|0.585|0.633|0.1|0.0|101.707|0.497|193067|9|0.145|-4.944|1|4|0.378
6IpvkngH89cA3hhPC84Leg|Wish - Trippie Mix|5fMUXHkw8R8eOP2RNVYEZX|Diplo|214f4uAY0p2KgY7Fl4fBgk|LIFE'S A TRIP|72|0.561|0.832|0.0717|0.0|93.991|0.232|176874|9|0.107|-7.661|1|4|0.666
29eSqQBrdva2tPLYMneFzP|No Debate (feat. Young Thug)|7rkW85dBwwrJtlHRDkJDAC|NAV|0jk3nAmtiIfwLU4CvDDMaS|Good Intentions|55|0.857|0.654|0.326|0.0|88.015|0.00209|128072|8|0.115|-6.303|1|4|0.446
6iBlllot0wdy8f7V5t8OnR|Miss The Rage (feat. Playboi Carti)|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd|2CKiKnlmneU5Lr0aQLB83Q|Trip At Knight|5|0.581|0.877|0.114|0.0|77.006|0.0151|236883|8|0.826|-4.938|1|4|0.353
6jT85s2dZ55HBqjXYi2rfI|Supplies|31TPClRtHm23RisEBtV3X7|Justin Timberlake|01l3jTY261V3CESZR4dABz|Man of the Woods|53|0.793|0.554|0.0451|0.0|119.993|0.00695|225600|11|0.127|-6.624|0|4|0.225
5axqVsveGtmOkq7H1wV3c0|Vodka|1qQLhymHXFPtP5U8KNKsm6|Apache 207|0xZ31gjfEOwODa5Ynndbly|Kapitel II Vodka (2sad2disco)|64|0.734|0.689|0.289|0.000211|180.039|0.137|186667|10|0.169|-6.902|0|4|0.564
00B7TZ0Xawar6NZ00JFomN|Best Life (feat. Chance The Rapper)|4kYSro6naA4h99UJvo89HB|Cardi B|4KdtEKjY3Gi0mKiSdy96ML|Invasion of Privacy|59|0.62|0.625|0.553|0.0|167.911|0.287|284856|9|0.314|-7.438|1|4|0.665
3Qa944OTMZkg8DHjET8JQv|Woods|4LLpKhyESsyAXpc4laK94U|Mac Miller|5sY6UIQ32GqwMLAfSNEaXb|Circles|71|0.779|0.362|0.0474|0.206|85.011|0.135|286387|0|0.111|-10.847|1|4|0.46
6it15CsDlkqB7N4lF0C1qM|Caro|4q3ewBCX7sLwd24euuV69X|Bad Bunny|7CjJb2mikwAWA1V6kewFBF|X 100PRE|75|0.651|0.575|0.299|0.000202|160.007|0.627|229456|0|0.0961|-7.739|1|4|0.248
3J6bLodhUHgNyzEZLgcieN|Love Me Land|1Xylc3o4UrD53lo9CvFvVg|Zara Larsson|3YTFuSX1QmRqJPglreMKY7|Love Me Land|59|0.302|0.481|0.0625|5.33e-06|216.334|0.0945|159810|2|0.142|-7.023|0|4|0.252
5stPVcRqb4qixbafP9e8lt|Hola - Remix|0KPX4Ucy9dk82uj4GpKesn|Dalex|65Pp2tO1Ul66KcCmmkRGWZ|Hola (Remix)|78|0.655|0.672|0.311|0.0|181.877|0.471|249520|0|0.0767|-5.98|0|4|0.343
4iVD0fTHGxV9JWloujsL3s|Double Up (feat. Belly and Dom Kennedy)|0EeQBlQJFiAfJeVN2vT9s0|Nipsey Hussle|6rcbbhcm8Os7EiVRHP9Aef|Victory Lap|69|0.604|0.436|0.188|0.000242|107.978|0.0544|361280|2|0.162|-8.32|1|4|0.239
0ZNrc4kNeQYD9koZ3KvCsy|BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)|0A0FS04o6zMoto8OKPsDwY|YG|5IYvKd22yQkJRfoIStesbX|STAY DANGEROUS|72|0.745|0.346|0.331|0.0|203.911|0.00552|237240|1|0.0881|-7.709|1|4|0.112
76IVpz47q3ghkxoUeTTEKb|COLT|6h1s4i4XKIYv4ErDelLDN0|Samra|77X9PDPmSWyeOrbq5Md56H|COLT|56|0.544|0.53|0.428|0.0|90.093|0.345|179813|9|0.0981|-6.168|0|4|0.184
0OwX5aROoW1Iip8FV51Efg|Alarm|1zNqDE7qDGCsyzJwohVaoX|Anne-Marie|2Z3HQO6NL3812mnNj7htXv|Alarm|61|0.756|0.589|0.232|0.0|146.928|0.0812|205593|0|0.176|-5.093|1|4|0.811
3zaMCRR8g6AvyMLMcuQ73N|Amorfoda|4q3ewBCX7sLwd24euuV69X|Bad Bunny|0yd2xR8HLQizFJJ5VthfDh|Amorfoda|0|0.616|0.587|0.0911|0.00603|148.028|0.978|176966|9|0.312|-6.439|0|4|0.279
7noud145AHZGg74vpWOsCa|Trip|7HkdQ0gt53LP4zmHsL0nap|Ella Mai|0QzJuxEhSm5KgZ1G4KDRow|Trip|0|0.717|0.605|0.075|0.0|81.047|0.214|217118|11|0.138|-5.68|0|4|0.387
5KVciTEfXvpcFHR3RFbtJy|Wassup|4xRYI6VqpkE3UwrDrAZL8L|Logic|4F87p1aiFwHeU4uu65MaPV|Bobby Tarantino II|54|0.777|0.57|0.0472|0.0|139.993|0.0869|219480|1|0.121|-6.833|1|4|0.321
3TgMcrV32NUKjEG2ujn9eh|It's Not Living (If It's Not With You)|3mIj9lX2MWuHmhNCA7LSCW|The 1975|6PWXKiakqhI17mTYM4y6oY|A Brief Inquiry Into Online Relationships|74|0.618|0.837|0.0304|0.000378|121.227|0.000254|248336|1|0.0618|-5.338|1|4|0.526
4KgTrzmfiWNcVneh2Dd1Ou|Sometimes...|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator|2nkto6YNI4rUYTLqEwWJ3o|Flower Boy|64|0.552|0.415|0.0451|0.000239|72.862|0.959|36160|3|0.164|-11.996|1|4|0.36
6EuE9M1viu9gkdFSafia9o|I Thought About Killing You|5K4W6rqBFWDnAN6FQUkS6x|Kanye West|5EBGCvO6upi3GNknMVe9x9|ye|0|0.742|0.407|0.426|0.0|116.064|0.822|274187|2|0.0541|-6.938|1|4|0.39
2SpfMQ5TuKsMj1trNwrLVA|El Anillo|2DlGxzQSjYe5N6G9nkYghR|Jennifer Lopez|4DnxvNqBLOdInzC0cI8Wzy|El Anillo|61|0.87|0.691|0.18|0.0|130.056|0.0248|176816|2|0.0861|-4.11|0|4|0.469
51sVgPeBHYwbeM1cWegVqR|Everybody|4xRYI6VqpkE3UwrDrAZL8L|Logic|6UsD9qDdNZlGs5wTCg8fyy|Everybody|43|0.885|0.936|0.0894|0.0|110.011|0.148|162373|1|0.0703|-5.879|1|4|0.763
6bOkaEXc5CopinGazSLokx|WHAT'S GOOD|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator|5zi7WsKlIiUXv09tbGLKsE|IGOR|70|0.458|0.909|0.487|4.26e-06|118.227|0.0567|205627|1|0.11|-6.553|1|4|0.449
15qKrPi4Kg0z7g9HlwWyeb|The Jackie (with J. Cole & Lil Tjay)|70gP6Ry4Uo0Yx6uzPIdaiJ|Bas|6xiJPpCpSaM5l4Fz8IYjyU|The Jackie (with J. Cole & Lil Tjay)|74|0.784|0.474|0.0524|0.0|128.012|0.333|204434|8|0.278|-6.139|1|4|0.64
7COXchtUOMd6uIT6HvmRaI|i'm so tired...|5JZ7CnR6gTvEMKX4g70Amv|Lauv|13yMsBNa2femeWzhcDOqFw|i'm so tired...|4|0.599|0.733|0.203|0.0|102.211|0.176|162583|11|0.242|-7.058|1|4|0.534
7Bpx2vsWfQFBACRz4h3IqH|family ties (with Kendrick Lamar)|5SXuuuRpukkTvsLuUknva1|Baby Keem|3HqmX8hGcbbQZODgayNEYx|family ties (with Kendrick Lamar)|83|0.711|0.611|0.329|0.0|134.14|0.00575|252070|1|0.231|-5.453|1|4|0.144
7sOfmPd18RWp3FoCzpa7Kw|Soliá|4q3ewBCX7sLwd24euuV69X|Bad Bunny|5lJqux7orBlA1QzyiBGti1|YHLQMDLG|80|0.71|0.81|0.0854|0.000132|92.041|0.117|159282|2|0.154|-5.507|1|4|0.184
47ohYW8e7dxCYn9qbUMBCI|Christmas (Baby Please Come Home)|391oLRVmoTkumiN79HkTWu|Darlene Love|3miX7IkmfMBJhQejq5rsA6|Christmas (Baby, Please Come Home)|50|0.325|0.759|0.053|0.000362|126.627|0.395|166453|8|0.0773|-7.146|1|4|0.36
6bWBLZLBRQEJ5KsLicouNB|I Think I'm OKAY (with YUNGBLUD & Travis Barker)|6TIYQ3jFPwQSRmorSezPxX|Machine Gun Kelly|6iGIjsBt4RJQFYlBBiNk39|I Think I'm OKAY (with YUNGBLUD & Travis Barker)|0|0.629|0.729|0.0325|0.0|119.996|0.028|170440|7|0.288|-4.744|1|4|0.304
4T2zre0jqstNJ5Gt0WG9lz|Not My Responsibility|6qqNVTkY8uBg9cP3Jd7DAH|Billie Eilish|0JGOiO34nwfUdDrD612dOp|Happier Than Ever|72|0.468|0.13|0.0571|0.927|115.039|0.454|227680|1|0.0819|-18.031|1|4|0.0362
62AuGbAkt8Ox2IrFFb8GKV|Sweet Caroline|7mEIug7XUlQHikrFxjTWes|Neil Diamond|6RfgcwsOUlWkGNAd6zjjYd|Sweet Caroline|80|0.529|0.127|0.0274|0.000109|63.05|0.611|203573|11|0.237|-16.066|1|4|0.578
6DPrYPPGYK218iVIZDix3i|Freeze Raël|76Pl0epAMXVXJspaSuz8im|Freeze corleone|7zrUnXByeOKHbXY3fyn6vz|LMF|69|0.645|0.545|0.0511|2.32e-05|137.09|0.375|268947|11|0.106|-10.675|0|4|0.0379
0IhTEIjFaRt3B2NQYf9azQ|Thing For You (With Martin Solveig)|1Cs0zKBU1kc0i8ypK3B9ai|David Guetta|1cbCgek1ORPGZFKlBIhBmH|Thing For You (With Martin Solveig)|56|0.774|0.723|0.0496|1.82e-05|121.057|0.0395|191399|2|0.1|-5.545|1|4|0.769
2HrRwAKgIzjTeuKoaj4akH|MOMMA TALK|4V8LLVI7PbaPR0K2TGSxFF|Tyler, The Creator|45ba6QAtNrdv6Ke4MFOKk9|CALL ME IF YOU GET LOST|63|0.488|0.59|0.247|0.0|96.446|0.696|70927|0|0.661|-6.319|1|5|0.498
1tpbAGsGpZee5jDHMcLrUJ|Bellaquita|0KPX4Ucy9dk82uj4GpKesn|Dalex|3RWeME5ryDw9wxO99OoDgP|Bellaquita|69|0.584|0.698|0.106|6.87e-05|166.047|0.09|204787|8|0.171|-3.961|1|4|0.765
6LUE5WlMgrpLouGxzJAUVv|Run It Up (feat. Pop Smoke)|7rkW85dBwwrJtlHRDkJDAC|NAV|0jk3nAmtiIfwLU4CvDDMaS|Good Intentions|62|0.874|0.656|0.091|0.0|134.022|0.585|179372|7|0.251|-6.478|0|4|0.561
1j4kHkkpqZRBwE0A4CN4Yv|Dusk Till Dawn (feat. Sia) - Radio Edit|5ZsFI1h6hIdQRw2ti0hz81|ZAYN|5l5gR4rh26QI3fijGFTDrp|Dusk Till Dawn (feat. Sia) [Radio Edit]|81|0.259|0.437|0.0386|1.32e-06|180.042|0.102|239000|11|0.106|-6.589|0|4|0.0951
2Cd9iWfcOpGDHLz6tVA3G4|Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)|0EmeFodog0BfCgMzAIvKQp|Shakira|3pzQF7YgU1f66pBayA8uHv|Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)|81|0.766|0.873|0.143|0.0|126.988|0.00627|202627|11|0.0764|-6.381|0|4|0.743
1Ol5LmdNDNpFu1oNwfgkux|Tutu|28gNT5KBp7IjEOQoevXf9N|Camilo|6xS6mQz1fQZ6eZE654J15I|Por Primera Vez|67|0.727|0.838|0.0472|0.0|145.995|0.297|179339|9|0.0603|-2.435|1|4|0.933
5nWZrdb87paLgk6dPGgILz|AfricAryaN|4xRYI6VqpkE3UwrDrAZL8L|Logic|1sweBli5bv5QIothRFFMsf|Everybody|0|0.531|0.797|0.154|0.0|104.027|0.154|728413|10|0.0902|-7.018|1|4|0.342
1ArLnG0bHaHPXqf08sEKM0|Consequences - orchestra|4nDoRrQiYLoBzwC5BhVJzF|Camila Cabello|4jveOoArP3ZSVOpKkqylLX|Consequences (orchestra)|60|0.547|0.289|0.0348|0.0|104.851|0.645|181913|0|0.148|-8.131|1|3|0.213
0sY6ZUTh4yoctD8VIXz339|champagne problems|06HL4z0CvFAxyc27GXpf02|Taylor Swift|2Xoteh7uEpea4TohMxjtaq|evermore|80|0.462|0.24|0.0377|0.0|171.319|0.92|244000|0|0.113|-12.077|1|4|0.32
4We7QlOUIwpt5w8y07Gd0M|TUTU|7gZfnEnfiaHzxARJ2LeXrf|6ix9ine|6dQ5jKDz664ctPbDDSF7Ua|TattleTales|31|0.833|0.778|0.0575|0.0|120.011|0.0608|164000|4|0.12|-5.455|0|4|0.55
3yz88FVJQhwG2EqYHw3pkx|invisible string|06HL4z0CvFAxyc27GXpf02|Taylor Swift|0xS0iOtxQRoJvfcFcJA5Gv|folklore|42|0.653|0.452|0.055|7.73e-05|83.433|0.838|252881|4|0.108|-11.143|0|4|0.45
2ELp0EL65yitpfJYwc5983|2040|5f7VJjfbwm532GiveGC0ZK|Lil Baby|6CvBb1XqN0igtQrWrbXD80|The Voice of the Heroes|70|0.744|0.697|0.136|0.0|150.046|0.0415|192921|11|0.112|-4.067|1|4|0.238
7tgjDlQsMR8RvkdlNCJA58|6 Kiss|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd|0tKX7BLXiiRgXUKYdJzjEz|A Love Letter To You 4|71|0.687|0.449|0.154|0.0|142.048|0.109|199437|2|0.282|-10.061|1|4|0.229
2QqJTIlGKRLJC3onkavYEz|Flex (feat. Juice WRLD)|6AgTAQt8XS6jRWi4sX7w49|Polo G|39xhYyNNDatQtgKw2KdXMz|THE GOAT|78|0.752|0.673|0.153|0.0|164.009|0.0538|163902|10|0.133|-5.792|0|4|0.35
5i50gKdLAjjIr7UxRT5IVy|Alguien Robo|07YUOmWljBTXwIseAUd9TW|Sebastian Yatra|1trYIeDu19yheae9qNAP1m|Alguien Robó|0|0.745|0.921|0.082|0.0|92.973|0.0897|223613|0|0.178|-2.674|1|4|0.651
4mOkfIYbMX9PXx27hj8NTi|Betrayal (feat. Drake)|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd|4sS5IjHR0YOJQdSTQ8whWz|Trip At Knight (Complete Edition)|68|0.74|0.564|0.0688|0.0|158.114|0.0126|152025|8|0.126|-6.71|1|4|0.129
2RM4jf1Xa9zPgMGRDiht8O|Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj|0A0FS04o6zMoto8OKPsDwY|YG|6KvLHOtpefcbqclsdfkQxx|Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj|0|0.743|0.339|0.409|0.0|203.927|0.00582|238373|1|0.0812|-7.678|1|4|0.118
6YUTL4dYpB9xZO5qExPf05|Summer|7CajNmpbOovFoOoasH2HaY|Calvin Harris|48zisMeiXniWLzOQghbPqS|Motion|85|0.596|0.856|0.0346|0.0178|127.949|0.0211|222533|4|0.141|-3.556|0|4|0.743
1l9G7M8gNyQsgOGWZGoQsT|Look What I Found|1HY2Jd0NmPuamShAr6KMms|Lady Gaga|4sLtOBOzn4s3GDUv3c5oJD|A Star Is Born Soundtrack|63|0.849|0.493|0.0417|0.000463|97.012|0.456|175240|1|0.133|-4.1|0|4|0.447
3HVr6jTVwBHBa2flM0eURR|Glorious (feat. Skylar Grey)|3JhNCzhSMTxs9WLGJJxWOY|Macklemore|10iHTF2aisP5CLUPH4jqVf|Glorious (feat. Skylar Grey)|0|0.731|0.794|0.0522|2.59e-05|139.994|0.0323|220454|0|0.112|-5.126|0|4|0.356
5Lbsc65org0b85kNsPkluY|Only Angel|6KImCVD70vtIoJWnq6nGn3|Harry Styles|1FZKIm3JVDCxTchXDo5jOV|Harry Styles|74|0.554|0.842|0.0397|0.0|114.036|0.287|291080|5|0.106|-4.113|1|4|0.348
33bURv895AN4FkBvgFo2dx|Woman|6KImCVD70vtIoJWnq6nGn3|Harry Styles|1FZKIm3JVDCxTchXDo5jOV|Harry Styles|76|0.624|0.647|0.0335|0.0038|136.022|0.0169|278800|3|0.221|-4.68|0|4|0.379
1aLNpg2kKvUncflV8xE5AA|Linger|7t0rwkOPGlDPEhaOcVtOt9|The Cranberries|6AR5l9eEiU5gMPv2wT1L9A|Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)|0|0.438|0.428|0.0263|4.63e-05|94.864|0.0841|274760|7|0.138|-14.861|1|4|0.209
31UjYv5vLsDkzchJOtUMtW|HP|1r4hJ1h58CWwUQe3MxPuau|Maluma|4Z6UQR992qmvuH2WLBD1pT|HP|1|0.837|0.791|0.0773|1.14e-06|91.98|0.252|184436|4|0.188|-3.157|0|4|0.618
08fa9LFcFBTcilB3iq2e2A|epiphany|06HL4z0CvFAxyc27GXpf02|Taylor Swift|2fenSS68JI1h4Fo296JfGr|folklore|68|0.354|0.267|0.0281|0.000402|94.219|0.731|289749|1|0.0858|-13.69|1|4|0.113
59c0HrzmHfyQs6LgDw5cHe|LOCO|2KC9Qb60EaY0kW4eH68vr3|ITZY|3Pr7XlWzWnX9enSVZXuPKh|CRAZY IN LOVE|62|0.759|0.886|0.187|2.04e-05|102.065|0.0103|191462|1|0.342|-3.067|1|4|0.489
6wJYhPfqk3KGhHRG76WzOh|Blueberry Faygo|5zctI4wO9XSKS8XwcnqEHk|Lil Mosey|6rBennOYWR1OZQnsU39PKL|Blueberry Faygo|78|0.774|0.554|0.0383|0.0|99.034|0.207|162547|0|0.132|-7.909|1|4|0.349
0DrFTaAX2srXPkuag35djb|Nice To Meet Ya|1Hsdzj7Dlq2I7tHP7501T4|Niall Horan|5gdoRB1AUsGnScCuZ8gmPp|Heartbreak Weather|65|0.591|0.841|0.0304|0.0|109.034|0.0119|158805|4|0.395|-4.351|0|4|0.392
59ywHNwwchG4nZJMLyxSzd|Clout (feat. Cardi B)|4DdkRBBYG6Yk9Ka8tdJ9BW|Offset|6bPpXqJRpjwy0hLyUGtzYc|FATHER OF 4|72|0.919|0.622|0.0997|4.24e-06|140.022|0.228|205803|1|0.122|-7.384|1|4|0.424
5YYW3yRktprLRr47WK219Y|Ella No Es Tuya - Remix|4riOEaOW5hCeqomFDBk0aP|Rochy RD|5Jk2ROWL8a4RxmFNiT8pvA|Ella No Es Tuya (Remix)|78|0.585|0.611|0.288|0.0|97.041|0.39|218107|6|0.649|-4.132|1|4|0.962
2KklXplRtxMsBYo474Es0w|Be Mine|4AKwRarlmsUlLjIwt38NLw|Ofenbach|3tD94EmwfRLAX1SaZQvDhC|Be Mine|71|0.779|0.666|0.0482|0.000556|123.024|0.194|161322|5|0.0576|-7.361|1|4|0.507
6Na5uKk5SsqZimk0hAWo8y|Signs|3TVXtAsR1Inumwj472S9r4|Drake|1JZxCJ86P4GUYkHj03CgDT|Signs|70|0.794|0.735|0.054|0.00578|107.374|0.108|234373|0|0.112|-4.204|1|4|0.223
7Kq16WtEJzdRSNQgdXsn7Y|Love$ick (feat. A$AP Rocky)|5Q81rlcTFh3k6DQJXPdsot|Mura Masa|2LmodhQa7ayWg8qNGxJDY2|Mura Masa|0|0.672|0.764|0.142|0.00358|88.867|0.141|192160|3|0.185|-5.109|0|4|0.763
1AkTW13ysu0AJrwuM6UY0I|Gyal You A Party Animal - Remix|5sK8BsvyDl4TFA6KaBf8or|Charly Black|39agL2qpWxSsgfeNuXqJ2N|Gyal You A Party Animal (Remix)|0|0.723|0.889|0.0939|0.0|101.032|0.0673|224320|0|0.363|-4.017|1|4|0.701
7y3xU9vEC1s8DSuuoSYKih|Been Like This|5cj0lLjcoR7YOSnhnX0Po5|Doja Cat|1nAQbHeOWTfQzbOoFrvndW|Planet Her|76|0.678|0.531|0.0374|3.44e-05|99.008|0.126|177373|10|0.377|-5.029|1|4|0.176
7rLegaz7zKB6EtDNzcslKE|Medley da Gaiola - DENNIS Remix|2UMj7NCbuqy1yUZmiSYGjJ|MC Kevin o Chris|4w2mFsi8WKeGFklMhyipnb|Medley da Gaiola (DENNIS Remix)|60|0.896|0.756|0.228|0.0|140.073|0.711|240000|4|0.0779|-5.56|0|4|0.686
6SKP6d0DFOBemCvThbuqUj|Don't Die|2N4EYkIlG1kv25g6Wv8LGI|Killer Mike|5EAhUoAz1G3WTvIfGZvmrh|R.A.P. Music|38|0.352|0.807|0.173|6.04e-06|90.772|0.0193|248133|0|0.0963|-7.781|1|4|0.0423
18HNGxDOcshRU2Hdu8tMOM|POPOPOP|1lB3I3SI30v2ZOpR4XQqzJ|Gambi|0JJoNDGjK0N0SolzcDQpbX|Popopop|58|0.833|0.652|0.308|0.000134|130.002|0.0486|155632|0|0.145|-6.194|0|4|0.413
73h4oe03sZy8bXfQLfnqMv|Who's Laughing Now|4npEfmQ6YuiwW1GpUmaq3F|Ava Max|4mxU9BZA47n0hZbQ220Q5B|Who's Laughing Now|4|0.648|0.641|0.0389|3.63e-06|184.021|0.00565|180348|7|0.109|-5.521|1|4|0.505
1FQpGAJiQgVd65IIBYkRVP|Upgrade|3MZsBdqDrRTJihTHQrO6Dq|Joji|6YKk4wlKdACRITGKmGnoIm|Nectar|47|0.678|0.418|0.0985|0.0313|159.867|0.895|89917|0|0.137|-11.393|0|4|0.587
7uqcLJFlSYjVPLUz1vPxkY|Guardian angel|15UsOTVnJzReFVN1VCnxy4|XXXTENTACION|1qsQOC4Jn0fnaUZLAbs4dz|SKINS|69|0.712|0.374|0.511|0.0|133.952|0.795|108035|0|0.187|-10.215|0|4|0.779
6KhmSJf9FvdAcq1tr8LcYD|Status (feat. Lil Uzi Vert)|7rkW85dBwwrJtlHRDkJDAC|NAV|0jk3nAmtiIfwLU4CvDDMaS|Good Intentions|52|0.951|0.72|0.302|0.0|134.033|0.0406|174367|6|0.0998|-4.467|1|4|0.687
2dKtWPLZvbCzwLRliNn8UI|Can't Love|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd|6qRbGZqJ3aQY8N8bcHc1ug|A Love Letter To You 3|62|0.842|0.567|0.0525|1.89e-05|135.991|0.00244|169412|4|0.168|-6.504|0|4|0.256
5EnYT6F7wEcdege6mDHEfO|Signs|3TVXtAsR1Inumwj472S9r4|Drake|3uEKk8SgHg0xogR2iRKjrK|Signs|0|0.801|0.727|0.0606|0.00406|107.371|0.0864|234373|0|0.112|-4.687|1|4|0.218
3QH8rQGNFX8VLbCgZ7uPTS|Fly To My Room|3Nrfpe0tUJi4K4DXYWgMUX|BTS|2qehskW9lYGWfYb0xPZkrS|BE|35|0.764|0.526|0.212|0.0|114.91|0.0484|222243|11|0.0718|-7.355|1|4|0.588
7uH27oIt4a6cIFCA8ZPcyG|Baila Baila Baila|1i8SpTcr7yvPOmcqrbnVXY|Ozuna|6xQurnsfSvF3hQwU5EIqB8|Baila Baila Baila|2|0.816|0.754|0.111|0.0|99.966|0.0361|158400|11|0.217|-2.75|0|4|0.533
62o8KoI44JfN7aYxgTnPvh|Mala Mía|1r4hJ1h58CWwUQe3MxPuau|Maluma|3Bj8Yd9ANO4KufZkqOmG0W|Mala Mía|69|0.749|0.752|0.345|0.0|180.049|0.31|183753|6|0.232|-4.883|1|4|0.901
2c3qwFINQyRGwyqI97UQiA|Forever Ever|6Xgp2XMz1fhVYe7i6yNAax|Trippie Redd|214f4uAY0p2KgY7Fl4fBgk|LIFE'S A TRIP|62|0.689|0.426|0.0368|0.0|90.049|0.388|237983|0|0.129|-9.449|0|4|0.411
1MBtNXoT6cXrrSstG07Lf7|Can't Take It From Me (feat. Skip Marley)|738wLrAtLtCtFOLvQBXOXp|Major Lazer|5IBoWR5UtMIFdJRymiH6dH|Can't Take It From Me (feat. Skip Marley)|28|0.606|0.847|0.0975|7.95e-06|144.936|0.0377|175867|11|0.14|-6.292|1|4|0.503
3jjujdWJ72nww5eGnfs2E7|Adore You|6KImCVD70vtIoJWnq6nGn3|Harry Styles|7xV2TzoaVc0ycW7fwBwAml|Fine Line|87|0.676|0.771|0.0483|7e-06|99.048|0.0237|207133|8|0.102|-3.675|1|4|0.569
43IfdE75ficQgsI8QGBvwb|Mama/Show Love (feat. YBN Cordae)|4xRYI6VqpkE3UwrDrAZL8L|Logic|6GeHCNwwqMMUrpxuGTRYcf|Confessions of a Dangerous Mind|0|0.574|0.823|0.124|0.0|154.053|0.116|241307|0|0.0898|-4.322|0|4|0.256
0n2nEtLP3OzDdi12ziIekx|SOS|1vCWHaC5f2uS3yhpwWbIA6|Avicii|5qx87PlzbAtZlv2xG9c2Kg|SOS (feat. Aloe Blacc)|63|0.802|0.645|0.0715|0.0|100.001|0.272|157202|5|0.119|-6.181|0|4|0.376
3lCbsHaN1wCxyDzcNN2x4N|Si Me Tomo Una Cerveza|48R2gYdPKtfnfKAzhSVPUx|Migrantes|5TXzXK8XclNSvQccVUiCf2|Si Me Tomo una Cerveza|75|0.721|0.612|0.0563|0.0|85.081|0.186|182199|1|0.156|-6.899|0|4|0.86
2poOAWEj1CStqTVPgIHZ8s|Try Me|1Xyo4u8uXC1ZmMpatF05PJ|The Weeknd|3iVFKUpkS32p2YcLMA02u6|My Dear Melancholy,|0|0.508|0.665|0.0694|0.00124|91.997|0.629|221107|8|0.142|-5.748|0|4|0.124
1f5PNhkNgUpvDEeZfcIlO1|I Do (feat. SZA)|4kYSro6naA4h99UJvo89HB|Cardi B|4KdtEKjY3Gi0mKiSdy96ML|Invasion of Privacy|69|0.886|0.473|0.255|2.58e-05|135.065|0.27|200205|7|0.0864|-7.338|0|4|0.438
6juLaduD4STCUDWT0AYun4|MORE|4gOc8TsQed9eqnqJct2c5v|K/DA|23yd1cYlPgl643vE8bb0WD|MORE|76|0.66|0.787|0.032|0.0|142.018|0.00257|217088|1|0.323|-4.592|0|4|0.199
2QgfDF0fQ4sskDthP8MG5w|asmr|1URnnhqYAYcrqrcwql10ft|21 Savage|007DWn799UWvfY1wwZeENR|i am > i was|63|0.84|0.543|0.476|0.0|170.067|0.0399|171714|1|0.117|-7.738|1|4|0.161
15k1TDabqSEmyXOwMq9RM7|Investe Em Mim|22jNvLBrXGKr4CcV2tw8Ag|Jonas Esticado|7HkadvWYCa91hUKnBqBFJu|Investe Em Mim|69|0.632|0.953|0.0325|0.0|160.061|0.317|186533|9|0.125|-1.283|1|4|0.798
3swc6WTsr7rl9DqQKQA55C|Psycho (feat. Ty Dolla $ign)|246dkjvS1zLTtiykXe5h60|Post Malone|6trNtQUgC8cgbWcqoMYkOR|beerbongs & bentleys|81|0.75|0.56|0.105|0.0|140.06|0.546|221440|8|0.111|-8.094|1|4|0.459
3J8EOeKLTLXORtWPpOU5bE|Calling My Phone|6jGMq4yGs7aQzuGsMgVgZR|Lil Tjay|3MEKpJ7wSSp6Z661ThjrUJ|Destined 2 Win|85|0.907|0.393|0.0539|1.35e-06|104.949|0.451|205458|4|0.135|-7.636|0|4|0.202
